epoch,accuracy,compute_f1_score,loss,lr,val_accuracy,val_compute_f1_score,val_loss
45,0.9841690063476562,0.8205112218856812,0.056002501398324966,1e-06,0.98676997423172,0.8206976652145386,0.04905318841338158
46,0.9841836094856262,0.8206546306610107,0.055863115936517715,1e-06,0.986770749092102,0.8207913637161255,0.0487980879843235
47,0.9842216968536377,0.8208502531051636,0.05569366365671158,1e-06,0.9867720603942871,0.820797860622406,0.04894224554300308
48,0.9842367172241211,0.8210234642028809,0.05555811896920204,1e-06,0.9867784976959229,0.8209944367408752,0.048687126487493515
49,0.9842803478240967,0.8211888670921326,0.055391982197761536,1e-06,0.9867750406265259,0.8209227919578552,0.04883691295981407
50,0.9842959046363831,0.8213447332382202,0.05525941774249077,1e-06,0.9867812991142273,0.8210105895996094,0.04857300594449043
51,0.9843434691429138,0.8215269446372986,0.055095091462135315,1e-06,0.9867814183235168,0.8210738897323608,0.04872183874249458
52,0.984357476234436,0.8216265439987183,0.05496260151267052,1e-06,0.986782968044281,0.8209763169288635,0.048463571816682816
53,0.9844103455543518,0.8218427300453186,0.05480169877409935,1e-06,0.9867832064628601,0.8211317658424377,0.04861105978488922
54,0.9844253063201904,0.8219454288482666,0.0546683743596077,1e-06,0.9867871403694153,0.8211254477500916,0.04836654290556908
55,0.9844807386398315,0.8221424221992493,0.05451163277029991,1e-06,0.9867876172065735,0.8211723566055298,0.0485052764415741
56,0.9844977855682373,0.8222771286964417,0.054379574954509735,1e-06,0.9867907762527466,0.8211581110954285,0.0482553169131279
57,0.9845517873764038,0.8224337697029114,0.05422331392765045,1e-06,0.9867962598800659,0.8213032484054565,0.04839330166578293
58,0.9845705628395081,0.8225778341293335,0.05409080535173416,1e-06,0.9867938756942749,0.8211511373519897,0.04815235733985901
59,0.984623372554779,0.822740912437439,0.0539354607462883,1e-06,0.9867995381355286,0.8213589191436768,0.04828380048274994
60,0.9846431016921997,0.822864294052124,0.05380173400044441,1e-06,0.9867971539497375,0.8211928606033325,0.048048097640275955
61,0.9846925139427185,0.8230199217796326,0.05364648252725601,1e-06,0.9868011474609375,0.8213782906532288,0.048177141696214676
62,0.9847137928009033,0.8231417536735535,0.05350984260439873,1e-06,0.9867953658103943,0.8211768865585327,0.04794872924685478
63,0.9847589731216431,0.8232690691947937,0.0533539317548275,1e-06,0.9868079423904419,0.8214794993400574,0.048065245151519775
64,0.9847817420959473,0.8234291672706604,0.05321643874049187,1e-06,0.9867973327636719,0.821239173412323,0.04784780368208885
65,0.9848249554634094,0.8235494494438171,0.05305967852473259,1e-06,0.9868116974830627,0.8214912414550781,0.04795850068330765
66,0.984847366809845,0.8237254023551941,0.05292050167918205,1e-06,0.9868021607398987,0.8212864995002747,0.04774678871035576
67,0.9848841428756714,0.823800265789032,0.05276387184858322,1e-06,0.9868134260177612,0.8214959502220154,0.04784565791487694
68,0.9849119782447815,0.8240083456039429,0.052623119205236435,1e-06,0.9868059754371643,0.8213955163955688,0.04764612764120102
69,0.9849461913108826,0.8240591287612915,0.052466098219156265,1e-06,0.9868174195289612,0.8216159343719482,0.04773668572306633
70,0.9849740862846375,0.8242605328559875,0.052324991673231125,1e-06,0.9868130087852478,0.8215103149414062,0.04754427820444107
71,0.9850072264671326,0.8243334889411926,0.052167508751153946,1e-06,0.9868184328079224,0.8217080235481262,0.04763176292181015
72,0.9850346446037292,0.8245137929916382,0.05202586203813553,1e-06,0.9868115782737732,0.8215712904930115,0.04744827374815941
73,0.9850649237632751,0.8245772123336792,0.05186774954199791,1e-06,0.9868200421333313,0.8218445181846619,0.04752284660935402
74,0.9850953221321106,0.8247880935668945,0.05172562226653099,1e-06,0.9868136644363403,0.8216065764427185,0.0473504476249218
75,0.985126793384552,0.8248746991157532,0.05156761407852173,1e-06,0.9868205189704895,0.821842610836029,0.04741132631897926
76,0.9851604104042053,0.8250336647033691,0.051425449550151825,1e-06,0.9868124723434448,0.8215952515602112,0.04724416881799698
77,0.9852009415626526,0.8251322507858276,0.0512685589492321,1e-06,0.9868233799934387,0.8218732476234436,0.04729727283120155
78,0.9852529764175415,0.8253267407417297,0.05112886428833008,1e-06,0.9868155717849731,0.8216946721076965,0.04714135453104973
79,0.9853163361549377,0.8254660964012146,0.05097397416830063,1e-06,0.9868244528770447,0.8219216465950012,0.04718663915991783
80,0.985393226146698,0.8257186412811279,0.05083514004945755,1e-06,0.9868203401565552,0.8218861818313599,0.047048505395650864
81,0.9854759573936462,0.8259226679801941,0.05068311467766762,1e-06,0.9868248701095581,0.8219683766365051,0.047076594084501266
82,0.9855640530586243,0.8261270523071289,0.05054769292473793,1e-06,0.9868179559707642,0.8218769431114197,0.04694686830043793
83,0.9856453537940979,0.8263283967971802,0.05039888247847557,1e-06,0.9868287444114685,0.8219372630119324,0.0469660647213459
84,0.9857271909713745,0.8265170454978943,0.05026606097817421,1e-06,0.9868178963661194,0.8219059705734253,0.04684938117861748
85,0.9857974648475647,0.8266865015029907,0.05012082681059837,1e-06,0.9868291616439819,0.8219994902610779,0.0468548983335495
86,0.9858745336532593,0.8268848657608032,0.049991581588983536,1e-06,0.986820638179779,0.821976900100708,0.04675218090415001
87,0.9859299063682556,0.8270314335823059,0.04985050484538078,1e-06,0.9868310689926147,0.8220529556274414,0.04674661159515381
88,0.985994279384613,0.8272084593772888,0.04972495511174202,1e-06,0.9868239164352417,0.822040855884552,0.04665204510092735
89,0.9860399961471558,0.82732093334198,0.04958750680088997,1e-06,0.9868290424346924,0.8220627307891846,0.046632107347249985
90,0.9861016273498535,0.8275514841079712,0.04946570098400116,1e-06,0.9868242740631104,0.8221067190170288,0.046554502099752426
91,0.9861388206481934,0.8276461958885193,0.04933109134435654,1e-06,0.9868359565734863,0.8221191167831421,0.046518631279468536
92,0.9861937165260315,0.8278486728668213,0.04921187460422516,1e-06,0.9868292212486267,0.8221608400344849,0.04645339399576187
93,0.9862270355224609,0.8279478549957275,0.04908042028546333,1e-06,0.9868408441543579,0.8221641778945923,0.04640541598200798
94,0.98627769947052,0.8281844854354858,0.04896433278918266,1e-06,0.9868361949920654,0.8221921920776367,0.04635583981871605
95,0.9863076210021973,0.8282533288002014,0.04883544519543648,1e-06,0.9868438839912415,0.8222172260284424,0.046289268881082535
96,0.9863555431365967,0.8284608125686646,0.04872213676571846,1e-06,0.9868394136428833,0.8222826719284058,0.04624940827488899
97,0.9863827228546143,0.8285495042800903,0.04859595000743866,1e-06,0.9868523478507996,0.8223673105239868,0.04617750272154808
98,0.9864267110824585,0.8287422060966492,0.04848526045680046,1e-06,0.9868466258049011,0.822440505027771,0.04614688456058502
99,0.9864515662193298,0.8288369178771973,0.04836134612560272,1e-06,0.9868600368499756,0.8225014209747314,0.04606626555323601
0,0.877580463886261,0.4517359137535095,0.40924856066703796,1e-04,0.8391739726066589,0.008876108564436436,0.5578585863113403
1,0.9649046063423157,0.6231046915054321,0.22166003286838531,1e-04,0.9546674489974976,0.000552465848159045,0.2942081093788147
2,0.9693158864974976,0.6824436187744141,0.17469385266304016,1e-04,0.956421434879303,0.14691899716854095,0.2126648724079132
3,0.971147894859314,0.7056580185890198,0.15137125551700592,1e-04,0.9496320486068726,0.2506733536720276,0.18188172578811646
4,0.97258460521698,0.7224753499031067,0.13493388891220093,1e-04,0.9788971543312073,0.6622306108474731,0.08979909121990204
5,0.9729930758476257,0.7304120063781738,0.12316412478685379,1e-04,0.9800906777381897,0.6466386318206787,0.10144539922475815
6,0.9749123454093933,0.7389201521873474,0.11373443901538849,1e-04,0.9730643033981323,0.49848559498786926,0.08238964527845383
7,0.9744916558265686,0.7458217144012451,0.1058943122625351,1e-04,0.979262113571167,0.6269184350967407,0.07932499051094055
8,0.9769594669342041,0.7583115696907043,0.09787877649068832,1e-04,0.9757357835769653,0.5629991292953491,0.07559477537870407
9,0.9748127460479736,0.7572367787361145,0.09332667291164398,1e-04,0.9787312746047974,0.6540142893791199,0.0710175409913063
10,0.9756085276603699,0.7502049803733826,0.09473539888858795,1e-04,0.9625405669212341,0.1510632336139679,0.12743814289569855
11,0.9733102321624756,0.7407756447792053,0.09673325717449188,1e-04,0.9580119252204895,0.0011368501000106335,0.13184770941734314
12,0.975156843662262,0.7491855025291443,0.09119553864002228,1e-04,0.9694071412086487,0.4058525860309601,0.0861319750547409
13,0.9787497520446777,0.7664101719856262,0.08190403878688812,1e-04,0.9815418720245361,0.6950854063034058,0.0658055990934372
14,0.9756945371627808,0.7658486366271973,0.08480224013328552,1e-04,0.958568274974823,0.021138999611139297,0.20866939425468445
15,0.9743608832359314,0.7566068768501282,0.09291036427021027,1e-04,0.968493640422821,0.39163637161254883,0.1126355305314064
16,0.9771554470062256,0.7688845992088318,0.08038442581892014,1e-04,0.9607681632041931,0.11709918081760406,0.17047256231307983
17,0.9796872735023499,0.7751506567001343,0.07566185295581818,1e-04,0.9804184436798096,0.6654177308082581,0.06082642823457718
18,0.9779194593429565,0.7780820727348328,0.07442136108875275,1e-04,0.9747253656387329,0.5418615341186523,0.08305343240499496
19,0.9777202010154724,0.7777207493782043,0.07575999945402145,1e-04,0.9829029440879822,0.7264754176139832,0.06579502671957016
20,0.9803444743156433,0.7881103157997131,0.07034236192703247,1e-04,0.9815821051597595,0.6737537980079651,0.06103351339697838
21,0.9795938730239868,0.7878373265266418,0.06803733110427856,1e-04,0.9735365509986877,0.531847357749939,0.0826956033706665
22,0.9814204573631287,0.7983676195144653,0.06893876194953918,1e-05,0.9852745532989502,0.7804129123687744,0.05388801917433739
23,0.9818069338798523,0.8018433451652527,0.06661298871040344,1e-05,0.9859023690223694,0.797488272190094,0.049793217331171036
24,0.9819439649581909,0.8044149875640869,0.06466493755578995,1e-05,0.9860644340515137,0.801631510257721,0.0484132245182991
25,0.982039749622345,0.8064674139022827,0.06289097666740417,1e-05,0.9861940145492554,0.8059015870094299,0.04792081192135811
26,0.9821668863296509,0.808225154876709,0.06166091188788414,1e-05,0.9863265752792358,0.8096948266029358,0.047912705689668655
27,0.9822922945022583,0.8097471594810486,0.060879580676555634,1e-05,0.9864068031311035,0.8106431365013123,0.048028379678726196
28,0.9823874235153198,0.8109512329101562,0.060325998812913895,1e-05,0.9864721298217773,0.8127732872962952,0.04749976471066475
29,0.9824878573417664,0.8121375441551208,0.05975597724318504,1e-05,0.9865058660507202,0.8123612999916077,0.04752495139837265
30,0.9826075434684753,0.8132926225662231,0.05926792323589325,1e-05,0.9865895509719849,0.8145272731781006,0.04725871607661247
31,0.9826697111129761,0.8143149018287659,0.05885753035545349,1e-05,0.986588180065155,0.8134227991104126,0.04616833105683327
32,0.9827783107757568,0.8149312734603882,0.05853844806551933,1e-05,0.986576497554779,0.812163233757019,0.04734081029891968
33,0.9828110933303833,0.8158413171768188,0.05810443311929703,1e-05,0.9867706298828125,0.820887565612793,0.04608236625790596
34,0.9829506874084473,0.8167368173599243,0.05776165425777435,1e-05,0.9865037798881531,0.8073975443840027,0.047365911304950714
35,0.9829824566841125,0.8175079226493835,0.05749843642115593,1e-05,0.9868760108947754,0.824601411819458,0.04543759301304817
36,0.9832949042320251,0.8185782432556152,0.05709276348352432,1e-05,0.9865689277648926,0.8078937530517578,0.04689249023795128
37,0.9832801818847656,0.8192055225372314,0.05668407678604126,1e-05,0.9869901537895203,0.827490508556366,0.04491441696882248
38,0.9834067225456238,0.8200372457504272,0.0562080517411232,1e-05,0.9866665005683899,0.8118957281112671,0.04667570814490318
39,0.9834331274032593,0.8207939267158508,0.05582616478204727,1e-05,0.9870332479476929,0.8274157047271729,0.044375285506248474
40,0.9835361838340759,0.821179986000061,0.0555390939116478,1e-05,0.9865971803665161,0.8079207539558411,0.04703659564256668
41,0.9835333824157715,0.8214296102523804,0.055478405207395554,1e-05,0.9870636463165283,0.829950213432312,0.044427696615457535
42,0.9836748242378235,0.8229519128799438,0.054684270173311234,1e-05,0.9868078231811523,0.8161640167236328,0.04617859423160553
43,0.983683705329895,0.8232467174530029,0.054392870515584946,1e-05,0.9870673418045044,0.8289050459861755,0.04396047443151474
44,0.9837744235992432,0.8243378400802612,0.05377199128270149,1e-05,0.9869570136070251,0.8224327564239502,0.04580297693610191
45,0.9838297367095947,0.8241127729415894,0.053541067987680435,1e-05,0.9868746995925903,0.8220189809799194,0.04383467137813568
46,0.9838349223136902,0.8245052695274353,0.05339198559522629,1e-05,0.9871403574943542,0.8312705159187317,0.04556514322757721
47,0.9839518070220947,0.8253939151763916,0.05273408442735672,1e-05,0.9868913888931274,0.8184741139411926,0.04479529708623886
48,0.9840396642684937,0.8253222703933716,0.05271482095122337,1e-05,0.9868079423904419,0.8189191222190857,0.045647989958524704
49,0.9840668439865112,0.8263197541236877,0.05214830860495567,1e-05,0.9872680902481079,0.8335663080215454,0.04299446567893028
50,0.9842334389686584,0.8271282911300659,0.0514080636203289,1e-05,0.9868102073669434,0.8189888596534729,0.0457986555993557
51,0.9842639565467834,0.8271607756614685,0.05098201707005501,1e-05,0.9872888326644897,0.8333764672279358,0.04244857281446457
52,0.984308660030365,0.8272687792778015,0.05082355812191963,1e-05,0.9866248965263367,0.8131462931632996,0.046230170875787735
53,0.9842121601104736,0.8266496658325195,0.0508071631193161,1e-05,0.987152636051178,0.8307307958602905,0.04377637803554535
54,0.9841995239257812,0.8278720378875732,0.049760881811380386,1e-05,0.9871369004249573,0.8299431204795837,0.04332471638917923
55,0.9843469262123108,0.8286988139152527,0.04922010377049446,1e-05,0.9870994687080383,0.8284019827842712,0.04275800660252571
56,0.9848194122314453,0.8312685489654541,0.04744874686002731,1e-06,0.9872510433197021,0.8346872925758362,0.04363933205604553
57,0.9849140644073486,0.8319205045700073,0.0468955859541893,1e-06,0.9872239232063293,0.834514856338501,0.04349464923143387
58,0.9849549531936646,0.8321850299835205,0.046731673181056976,1e-06,0.9872218370437622,0.8347736597061157,0.043433837592601776
59,0.9849811792373657,0.8323843479156494,0.04660012200474739,1e-06,0.9872227311134338,0.8349933624267578,0.04340847209095955
60,0.9850451350212097,0.8325499892234802,0.04637914150953293,1e-07,0.9872236251831055,0.8350476622581482,0.043459758162498474
61,0.985048234462738,0.8325981497764587,0.04636507108807564,1e-07,0.9872250556945801,0.8351303935050964,0.043479129672050476
62,0.9850513339042664,0.8326419591903687,0.04635148495435715,1e-07,0.9872239828109741,0.8352032899856567,0.04348461329936981
63,0.9850537776947021,0.8326728940010071,0.04633809253573418,1e-07,0.9872220754623413,0.835225522518158,0.04348830133676529
64,0.9850605726242065,0.8327046632766724,0.04631364345550537,1e-08,0.9872221350669861,0.835239827632904,0.043494246900081635
65,0.9850606918334961,0.8327051997184753,0.046312347054481506,1e-08,0.98722243309021,0.8352401256561279,0.043496306985616684
66,0.9850606918334961,0.8327053785324097,0.046311069279909134,1e-08,0.9872220754623413,0.8352400064468384,0.04349727928638458
67,0.98506098985672,0.8327043652534485,0.04630973935127258,1e-08,0.9872221946716309,0.835240364074707,0.04349764436483383
68,0.9850619435310364,0.8327139019966125,0.04630737006664276,1e-09,0.9872229695320129,0.835250198841095,0.04349827766418457
69,0.9850618243217468,0.8327109217643738,0.04630732908844948,1e-09,0.9872218370437622,0.8352396488189697,0.04349841549992561
70,0.9850617051124573,0.8327115774154663,0.04630725085735321,1e-09,0.9872221350669861,0.8352394104003906,0.04349852725863457
71,0.9850619435310364,0.83271324634552,0.046307239681482315,1e-09,0.9872227311134338,0.8352464437484741,0.04349859431385994
0,0.9479975700378418,0.5458577275276184,0.26247188448905945,1e-04,0.9579885601997375,0.0,0.3776848018169403
1,0.9702315330505371,0.6906021237373352,0.14796125888824463,1e-04,0.9579910039901733,0.0,0.18260595202445984
2,0.9724293947219849,0.7262290716171265,0.12498965114355087,1e-04,0.9576770067214966,0.06725924462080002,0.1568298488855362
3,0.9736488461494446,0.7446720600128174,0.11287205666303635,1e-04,0.9672820568084717,0.4951259195804596,0.12646527588367462
4,0.9754514098167419,0.7574576139450073,0.10367061197757721,1e-04,0.9834665656089783,0.7247990369796753,0.07142720371484756
5,0.9748889803886414,0.7642368078231812,0.09727537631988525,1e-04,0.9687416553497314,0.4012983739376068,0.08915895968675613
6,0.9769563674926758,0.7748312950134277,0.0914638340473175,1e-04,0.9847776293754578,0.7640950083732605,0.062353819608688354
7,0.9775140881538391,0.7789691090583801,0.08655216544866562,1e-04,0.9738852977752686,0.5333008170127869,0.10058844089508057
8,0.9741942286491394,0.7631197571754456,0.09146267175674438,1e-04,0.957994282245636,0.00010929541167570278,0.2113691121339798
9,0.9752283692359924,0.7708056569099426,0.08533298224210739,1e-04,0.9816104769706726,0.7113355398178101,0.06170178949832916
10,0.9780504703521729,0.7878539562225342,0.07862962782382965,1e-04,0.9769269824028015,0.6266709566116333,0.06922994554042816
11,0.9782650470733643,0.7922515869140625,0.07643385976552963,1e-04,0.980220377445221,0.6545313596725464,0.06555470079183578
12,0.9789480566978455,0.8000405430793762,0.07019751518964767,1e-04,0.9849420785903931,0.7642555832862854,0.050066690891981125
13,0.9768099784851074,0.7881434559822083,0.07217991352081299,1e-04,0.9687044620513916,0.3812093734741211,0.09886378794908524
14,0.9764018654823303,0.7855409979820251,0.07621245086193085,1e-04,0.9709967374801636,0.4000529646873474,0.10312874615192413
15,0.9791038632392883,0.8003885746002197,0.06885457783937454,1e-04,0.9855748414993286,0.7785429358482361,0.05214892700314522
16,0.9822424650192261,0.8099164366722107,0.0634671151638031,1e-04,0.9806848764419556,0.6854063868522644,0.057599086314439774
17,0.9804802536964417,0.8197341561317444,0.07132455706596375,1e-05,0.9861378073692322,0.7962289452552795,0.046963732689619064
18,0.9807270765304565,0.8229349851608276,0.06279988586902618,1e-05,0.9866622686386108,0.8101959228515625,0.04610595107078552
19,0.9807099103927612,0.8246528506278992,0.060293495655059814,1e-05,0.9871823787689209,0.826259970664978,0.045485422015190125
20,0.9809750914573669,0.8262554407119751,0.05902683362364769,1e-05,0.9872815608978271,0.8298375010490417,0.04540393128991127
21,0.9813818335533142,0.8278563022613525,0.05822460353374481,1e-05,0.9872986674308777,0.8297023773193359,0.04516558349132538
22,0.982219398021698,0.8298565745353699,0.05756289139389992,1e-05,0.9873623251914978,0.8316765427589417,0.044859468936920166
23,0.9832755327224731,0.8317817449569702,0.05697322636842728,1e-05,0.9873740673065186,0.8314080834388733,0.044685281813144684
24,0.9840327501296997,0.8331298232078552,0.05643579736351967,1e-05,0.9874398708343506,0.8337258100509644,0.04408273100852966
25,0.9842275977134705,0.8341392874717712,0.055979277938604355,1e-05,0.9874520897865295,0.8339809775352478,0.04453786835074425
26,0.9844123125076294,0.8349393010139465,0.05563538894057274,1e-05,0.9875049591064453,0.8354421854019165,0.04326269403100014
27,0.9845274686813354,0.8358716368675232,0.055128470063209534,1e-05,0.9874743819236755,0.8338015079498291,0.04399142041802406
28,0.984694242477417,0.8366547226905823,0.054742105305194855,1e-05,0.9875410795211792,0.8375517725944519,0.04290420189499855
29,0.9847739338874817,0.8375996947288513,0.05424511060118675,1e-05,0.9875419735908508,0.8368195295333862,0.043394483625888824
30,0.9848940372467041,0.8377867937088013,0.053963083773851395,1e-05,0.9874652624130249,0.833683967590332,0.045197077095508575
31,0.9849346876144409,0.8386510610580444,0.05371228605508804,1e-05,0.9875422716140747,0.8382975459098816,0.0426032729446888
32,0.985121488571167,0.839908242225647,0.05311526358127594,1e-05,0.9875616431236267,0.8386256098747253,0.04240876063704491
33,0.9852035641670227,0.8407685160636902,0.05263154208660126,1e-05,0.9875804781913757,0.8378190398216248,0.04305858165025711
34,0.9852805137634277,0.8413475751876831,0.05232805386185646,1e-05,0.9875370860099792,0.8391169905662537,0.04087132215499878
35,0.9852999448776245,0.8418294787406921,0.05208061635494232,1e-05,0.9875901937484741,0.8388915657997131,0.0437532439827919
36,0.9854275584220886,0.842893123626709,0.051731448620557785,1e-05,0.9875514507293701,0.8377835750579834,0.04168182611465454
37,0.9854621291160583,0.8437816500663757,0.051079582422971725,1e-05,0.9875842332839966,0.8399445414543152,0.042410217225551605
38,0.9855272769927979,0.8443990349769592,0.050789833068847656,1e-05,0.9875279664993286,0.8380342125892639,0.041234150528907776
39,0.9856370687484741,0.8459481596946716,0.04915047064423561,1e-06,0.9876356720924377,0.8404711484909058,0.04079549387097359
40,0.9856972694396973,0.8465043902397156,0.048800088465213776,1e-06,0.9876509308815002,0.8408682942390442,0.040868986397981644
41,0.9857180118560791,0.846764326095581,0.048609551042318344,1e-06,0.9876535534858704,0.8409999012947083,0.04091629013419151
42,0.9857332110404968,0.8469766974449158,0.04845847561955452,1e-06,0.9876509308815002,0.841032087802887,0.04093346372246742
43,0.9857670664787292,0.846997082233429,0.048201680183410645,1e-07,0.9876750111579895,0.8418780565261841,0.04085636883974075
44,0.9857684373855591,0.8471148610115051,0.048175256699323654,1e-07,0.9876787066459656,0.842127799987793,0.04083267226815224
45,0.9857690334320068,0.8471875190734863,0.048153843730688095,1e-07,0.9876812696456909,0.8423107862472534,0.0408230721950531
46,0.9857707619667053,0.8472632765769958,0.04813528060913086,1e-07,0.9876804947853088,0.8423604369163513,0.04081694409251213
47,0.9857744574546814,0.847301185131073,0.04810578003525734,1e-08,0.9876800775527954,0.8423712253570557,0.04081783816218376
48,0.9857749938964844,0.8473098874092102,0.04810406267642975,1e-08,0.987679660320282,0.8423804640769958,0.04081748425960541
49,0.9857748746871948,0.8473114967346191,0.04810240864753723,1e-08,0.9876807332038879,0.8424053192138672,0.04081730172038078
50,0.9857749938964844,0.8473161458969116,0.04810069501399994,1e-08,0.9876806735992432,0.8424163460731506,0.04081641882658005
51,0.9857749938964844,0.8473213315010071,0.04809781163930893,1e-09,0.9876807928085327,0.8424238562583923,0.04081673547625542
52,0.9857758283615112,0.8473197221755981,0.04809774085879326,1e-09,0.9876803755760193,0.8424132466316223,0.04081682488322258
53,0.9857755899429321,0.8473219871520996,0.048097699880599976,1e-09,0.9876807928085327,0.8424170017242432,0.04081692174077034
54,0.9857754707336426,0.8473242521286011,0.0480976328253746,1e-09,0.9876807928085327,0.8424269556999207,0.04081690311431885
55,0.9857749938964844,0.847316563129425,0.04809754341840744,9.9999994e-11,0.9876808524131775,0.8424186110496521,0.040816884487867355
56,0.9857754707336426,0.8473212122917175,0.048097528517246246,9.9999994e-11,0.9876807332038879,0.8424148559570312,0.04081688076257706
